time,angle,vel,accel,dis,turn_point
13.38,-11.5457,0.5546,2.0435,-0.7251,0
13.40,-10.8654,0.5933,1.9326,-0.7132,0
13.42,-10.1419,0.6296,1.8137,-0.7006,0
13.44,-9.3813,0.6634,1.6877,-0.6873,0
13.46,-8.5836,0.6945,1.5547,-0.6734,0
13.48,-7.7547,0.7228,1.4158,-0.6589,0
13.50,-6.8948,0.7482,1.2710,-0.6439,0
13.52,-6.0097,0.7706,1.1213,-0.6285,0
13.54,-5.1052,0.7900,0.9678,-0.6127,0
13.56,-4.1813,0.8062,0.8105,-0.5966,0
13.58,-3.2439,0.8192,0.6505,-0.5802,0
13.60,-2.2931,0.8290,0.4878,-0.5636,0
13.62,-1.3345,0.8355,0.3236,-0.5469,0
13.64,-0.3740,0.8387,0.1587,-0.5301,0
13.66,0.5884,0.8386,-0.0066,-0.5133,0
13.68,1.5471,0.8352,-0.1714,-0.4966,0
13.70,2.4963,0.8285,-0.3346,-0.4800,0
13.72,3.4360,0.8186,-0.4962,-0.4636,0
13.74,4.3607,0.8055,-0.6553,-0.4475,0
13.76,5.2646,0.7893,-0.8107,-0.4317,0
13.78,6.1478,0.7700,-0.9626,-0.4163,0
13.80,7.0047,0.7478,-1.1099,-0.4013,0
13.82,7.8354,0.7227,-1.2527,-0.3868,0
13.84,8.6343,0.6949,-1.3901,-0.3729,0
13.86,9.3958,0.6645,-1.5211,-0.3596,0
13.88,10.1202,0.6316,-1.6458,-0.3470,0
13.90,10.8017,0.5963,-1.7633,-0.3351,0
13.92,11.4405,0.5588,-1.8738,-0.3239,0
13.94,12.0369,0.5193,-1.9773,-0.3135,0
13.96,12.5853,0.4778,-2.0729,-0.3039,0
13.98,13.0858,0.4346,-2.1608,-0.2952,0
14.00,13.5330,0.3898,-2.2401,-0.2874,0
14.02,13.9269,0.3436,-2.3108,-0.2805,0
14.04,14.2679,0.2961,-2.3732,-0.2746,0
14.06,14.5503,0.2476,-2.4263,-0.2696,0
14.08,14.7801,0.1982,-2.4712,-0.2656,0
14.10,14.9519,0.1481,-2.5069,-0.2626,0
14.12,15.0658,0.0974,-2.5336,-0.2607,0
14.14,15.1161,0.0464,-2.5504,-0.2598,0
14.16,15.1091,-0.0048,-2.5582,-0.2599,1
14.18,15.0447,-0.0559,-2.5570,-0.2610,0
14.20,14.9234,-0.1068,-2.5463,-0.2631,0
14.22,14.7452,-0.1573,-2.5256,-0.2662,0
14.24,14.5104,-0.2072,-2.4948,-0.2703,0
14.26,14.2193,-0.2563,-2.4541,-0.2754,0
14.28,13.8720,-0.3044,-2.4034,-0.2815,0
14.30,13.4687,-0.3513,-2.3426,-0.2885,0
14.32,13.0155,-0.3968,-2.2728,-0.2964,0
14.34,12.5125,-0.4407,-2.1940,-0.3052,0
14.36,11.9601,-0.4828,-2.1061,-0.3149,0
14.38,11.3583,-0.5230,-2.0092,-0.3254,0
14.40,10.7130,-0.5611,-1.9043,-0.3366,0
14.42,10.0302,-0.5969,-1.7923,-0.3485,0
14.44,9.3101,-0.6304,-1.6733,-0.3611,0
14.46,8.5526,-0.6613,-1.5474,-0.3743,0
14.48,7.7640,-0.6896,-1.4155,-0.3881,0
14.50,6.9440,-0.7152,-1.2776,-0.4024,0
14.52,6.0986,-0.7379,-1.1349,-0.4172,0
14.54,5.2280,-0.7576,-0.9874,-0.4324,0
14.56,4.3380,-0.7743,-0.8360,-0.4479,0
14.58,3.4343,-0.7879,-0.6820,-0.4637,0
14.60,2.5170,-0.7984,-0.5252,-0.4797,0
14.62,1.5919,-0.8057,-0.3668,-0.4958,0
14.64,0.6647,-0.8099,-0.2078,-0.5120,0
14.66,-0.2646,-0.8109,-0.0482,-0.5282,0
14.68,-1.1903,-0.8087,0.1109,-0.5444,0
14.70,-2.1124,-0.8033,0.2694,-0.5605,0
14.72,-3.0250,-0.7948,0.4264,-0.5764,0
14.74,-3.9228,-0.7832,0.5809,-0.5921,0
14.76,-4.8055,-0.7685,0.7328,-0.6075,0
14.78,-5.6676,-0.7509,0.8812,-0.6225,0
14.80,-6.5036,-0.7304,1.0250,-0.6371,0
14.82,-7.3134,-0.7071,1.1644,-0.6512,0
14.84,-8.0915,-0.6811,1.2984,-0.6648,0
14.86,-8.8380,-0.6526,1.4270,-0.6779,0
14.88,-9.5531,-0.6216,1.5503,-0.6903,0
14.90,-10.2254,-0.5883,1.6664,-0.7021,0
14.92,-10.8608,-0.5528,1.7764,-0.7132,0
14.94,-11.4537,-0.5152,1.8794,-0.7235,0
14.96,-11.9986,-0.4757,1.9745,-0.7330,0
14.98,-12.4957,-0.4345,2.0619,-0.7417,0
15.00,-12.9451,-0.3917,2.1415,-0.7495,0
15.02,-13.3413,-0.3474,2.2126,-0.7564,0
15.04,-13.6845,-0.3019,2.2762,-0.7624,0
15.06,-13.9749,-0.2553,2.3295,-0.7675,0
15.08,-14.2126,-0.2078,2.3755,-0.7717,0
15.10,-14.3980,-0.1595,2.4133,-0.7749,0
15.12,-14.5253,-0.1107,2.4419,-0.7771,0
15.14,-14.5950,-0.0615,2.4615,-0.7783,0
15.16,-14.6071,-0.0121,2.4721,-0.7785,0
15.18,-14.5619,0.0374,2.4736,-0.7778,1
15.20,-14.4653,0.0867,2.4668,-0.7761,0
15.22,-14.3118,0.1357,2.4500,-0.7734,0
15.24,-14.1015,0.1842,2.4233,-0.7697,0
15.26,-13.8348,0.2319,2.3866,-0.7651,0
15.28,-13.5176,0.2787,2.3408,-0.7595,0
15.30,-13.1444,0.3244,2.2850,-0.7530,0
15.32,-12.7211,0.3688,2.2202,-0.7456,0
15.34,-12.2479,0.4117,2.1464,-0.7374,0
15.36,-11.7308,0.4530,2.0645,-0.7283,0
15.38,-11.1642,0.4925,1.9736,-0.7185,0
15.40,-10.5597,0.5300,1.8756,-0.7079,0
15.42,-9.9118,0.5654,1.7697,-0.6966,0
15.44,-9.2264,0.5985,1.6567,-0.6846,0
15.46,-8.5036,0.6292,1.5368,-0.6720,0
15.48,-7.7494,0.6574,1.4109,-0.6589,0
15.50,-6.9695,0.6830,1.2800,-0.6452,0
15.52,-6.1584,0.7059,1.1433,-0.6311,0
15.54,-5.3275,0.7260,1.0027,-0.6166,0
15.56,-4.4770,0.7432,0.8583,-0.6017,0
15.58,-3.6070,0.7574,0.7101,-0.5866,0
15.60,-2.7290,0.7686,0.5603,-0.5712,0
15.62,-1.8373,0.7768,0.4077,-0.5557,0
15.64,-0.9433,0.7819,0.2545,-0.5401,0
15.66,-0.0472,0.7839,0.1007,-0.5244,0
15.68,0.8511,0.7828,-0.0536,-0.5087,0
15.70,1.7459,0.7787,-0.2074,-0.4931,0
15.72,2.6315,0.7715,-0.3598,-0.4777,0
15.74,3.5022,0.7613,-0.5096,-0.4625,0
15.76,4.3580,0.7482,-0.6570,-0.4475,0
15.78,5.1991,0.7322,-0.8018,-0.4329,0
15.80,6.0141,0.7134,-0.9422,-0.4186,0
15.82,6.8087,0.6918,-1.0791,-0.4048,0
15.84,7.5717,0.6676,-1.2105,-0.3914,0
15.86,8.3088,0.6408,-1.3377,-0.3786,0
15.88,9.0087,0.6116,-1.4585,-0.3664,0
15.90,9.6716,0.5801,-1.5732,-0.3548,0
15.92,10.2977,0.5465,-1.6817,-0.3439,0
15.94,10.8814,0.5108,-1.7833,-0.3337,0
15.96,11.4227,0.4732,-1.8778,-0.3242,0
15.98,11.9219,0.4339,-1.9656,-0.3155,0
16.00,12.3735,0.3930,-2.0456,-0.3076,0
16.02,12.7776,0.3506,-2.1180,-0.3006,0
16.04,13.1286,0.3070,-2.1818,-0.2945,0
16.06,13.4269,0.2623,-2.2373,-0.2893,0
16.08,13.6725,0.2166,-2.2844,-0.2850,0
16.10,13.8657,0.1701,-2.3232,-0.2816,0
16.12,14.0065,0.1230,-2.3538,-0.2791,0
16.14,14.0952,0.0755,-2.3762,-0.2776,0
16.16,14.1264,0.0277,-2.3896,-0.2770,0
16.18,14.1059,-0.0202,-2.3948,-0.2774,1
16.20,14.0282,-0.0680,-2.3909,-0.2788,0
16.22,13.8935,-0.1155,-2.3771,-0.2811,0
16.24,13.7078,-0.1626,-2.3543,-0.2844,0
16.26,13.4655,-0.2090,-2.3216,-0.2886,0
16.28,13.1727,-0.2546,-2.2798,-0.2937,0
16.30,12.8294,-0.2992,-2.2290,-0.2997,0
16.32,12.4359,-0.3426,-2.1692,-0.3066,0
16.34,11.9924,-0.3846,-2.1004,-0.3143,0
16.36,11.5048,-0.4251,-2.0235,-0.3228,0
16.38,10.9734,-0.4639,-1.9386,-0.3321,0
16.40,10.3982,-0.5008,-1.8456,-0.3421,0
16.42,9.7852,-0.5357,-1.7457,-0.3528,0
16.44,9.1346,-0.5685,-1.6387,-0.3642,0
16.46,8.4465,-0.5990,-1.5248,-0.3762,0
16.48,7.7267,-0.6271,-1.4049,-0.3887,0
16.50,6.9812,-0.6527,-1.2800,-0.4018,0
16.52,6.2043,-0.6757,-1.1493,-0.4153,0
16.54,5.4075,-0.6960,-1.0147,-0.4292,0
16.56,4.5910,-0.7135,-0.8762,-0.4435,0
16.58,3.7549,-0.7282,-0.7340,-0.4581,0
16.60,2.9048,-0.7400,-0.5891,-0.4729,0
16.62,2.0467,-0.7488,-0.4424,-0.4879,0
16.64,1.1806,-0.7547,-0.2941,-0.5030,0
16.66,0.3121,-0.7576,-0.1451,-0.5182,0
16.68,-0.5587,-0.7575,0.0044,-0.5334,0
16.70,-1.4261,-0.7544,0.1535,-0.5485,0
16.72,-2.2843,-0.7484,0.3012,-0.5635,0
16.74,-3.1335,-0.7395,0.4473,-0.5783,0
16.76,-3.9680,-0.7277,0.5910,-0.5929,0
16.78,-4.7878,-0.7131,0.7322,-0.6072,0
16.80,-5.5872,-0.6957,0.8700,-0.6211,0
16.82,-6.3606,-0.6756,1.0034,-0.6346,0
16.84,-7.1081,-0.6530,1.1323,-0.6477,0
16.86,-7.8300,-0.6279,1.2569,-0.6603,0
16.88,-8.5204,-0.6004,1.3763,-0.6723,0
16.90,-9.1738,-0.5706,1.4894,-0.6837,0
16.92,-9.7904,-0.5387,1.5964,-0.6945,0
16.94,-10.3703,-0.5048,1.6974,-0.7046,0
16.96,-10.9080,-0.4690,1.7914,-0.7140,0
16.98,-11.4036,-0.4314,1.8786,-0.7226,0
17.00,-11.8514,-0.3922,1.9579,-0.7304,0
17.02,-12.2518,-0.3516,2.0297,-0.7374,0
17.04,-12.6048,-0.3097,2.0938,-0.7436,0
17.06,-12.9108,-0.2667,2.1504,-0.7489,0
17.08,-13.1640,-0.2227,2.1987,-0.7534,0
17.10,-13.3705,-0.1779,2.2395,-0.7570,0
17.12,-13.5247,-0.1325,2.2721,-0.7596,0
17.14,-13.6211,-0.0866,2.2964,-0.7613,0
17.16,-13.6656,-0.0404,2.3107,-0.7621,0
17.18,-13.6583,0.0060,2.3177,-0.7620,1
17.20,-13.5994,0.0523,2.3166,-0.7610,0
17.22,-13.4893,0.0984,2.3068,-0.7590,0
17.24,-13.3223,0.1441,2.2870,-0.7561,0
17.26,-13.1045,0.1893,2.2583,-0.7523,0
17.28,-12.8358,0.2337,2.2205,-0.7476,0
17.30,-12.5167,0.2772,2.1736,-0.7421,0
17.32,-12.1530,0.3196,2.1188,-0.7357,0
17.34,-11.7392,0.3607,2.0549,-0.7285,0
17.36,-11.2812,0.4004,1.9830,-0.7205,0
17.38,-10.7792,0.4385,1.9031,-0.7117,0
17.40,-10.2333,0.4748,1.8152,-0.7022,0
17.42,-9.6496,0.5092,1.7202,-0.6920,0
17.44,-9.0281,0.5416,1.6183,-0.6812,0
17.46,-8.3746,0.5718,1.5103,-0.6698,0
17.48,-7.6895,0.5997,1.3964,-0.6578,0
17.50,-6.9727,0.6252,1.2766,-0.6453,0
17.52,-6.2301,0.6482,1.1518,-0.6323,0
17.54,-5.4619,0.6686,1.0222,-0.6189,0
17.56,-4.6738,0.6864,0.8888,-0.6052,0
17.58,-3.8716,0.7014,0.7525,-0.5912,0
17.60,-3.0555,0.7137,0.6135,-0.5769,0
17.62,-2.2253,0.7231,0.4717,-0.5624,0
17.64,-1.3870,0.7297,0.3282,-0.5478,0
17.66,-0.5462,0.7334,0.1841,-0.5331,0
17.68,0.2969,0.7342,0.0394,-0.5184,0
17.70,1.1368,0.7321,-0.1049,-0.5038,0
17.72,1.9676,0.7271,-0.2478,-0.4893,0
17.74,2.7894,0.7193,-0.3893,-0.4749,0
17.76,3.6024,0.7087,-0.5293,-0.4607,0
17.78,4.4007,0.6954,-0.6669,-0.4468,0
17.80,5.1788,0.6794,-0.8010,-0.4332,0
17.82,5.9366,0.6608,-0.9318,-0.4200,0
17.84,6.6687,0.6396,-1.0582,-0.4072,0
17.86,7.3750,0.6160,-1.1802,-0.3949,0
17.88,8.0501,0.5901,-1.2970,-0.3831,0
17.90,8.6939,0.5619,-1.4086,-0.3719,0
17.92,9.3009,0.5316,-1.5140,-0.3613,0
17.94,9.8712,0.4993,-1.6134,-0.3513,0
17.96,10.4050,0.4652,-1.7068,-0.3420,0
17.98,10.8968,0.4293,-1.7934,-0.3334,0
18.00,11.3466,0.3918,-1.8731,-0.3256,0
18.02,11.7489,0.3529,-1.9451,-0.3185,0
18.04,12.1096,0.3127,-2.0104,-0.3122,0
18.06,12.4232,0.2713,-2.0682,-0.3068,0
18.08,12.6840,0.2289,-2.1175,-0.3022,0
18.10,12.8980,0.1857,-2.1595,-0.2985,0
18.12,13.0597,0.1418,-2.1931,-0.2957,0
18.14,13.1693,0.0974,-2.2184,-0.2938,0
18.16,13.2269,0.0527,-2.2355,-0.2927,0
18.18,13.2385,0.0078,-2.2453,-0.2925,0
18.20,13.1984,-0.0371,-2.2470,-0.2932,1
18.22,13.1070,-0.0819,-2.2401,-0.2948,0
18.24,12.9644,-0.1264,-2.2243,-0.2973,0
18.26,12.7707,-0.1704,-2.1995,-0.3007,0
18.28,12.5263,-0.2137,-2.1657,-0.3050,0
18.30,12.2312,-0.2562,-2.1229,-0.3101,0
18.32,11.8915,-0.2976,-2.0720,-0.3161,0
18.34,11.5017,-0.3378,-2.0121,-0.3229,0
18.36,11.0675,-0.3767,-1.9443,-0.3304,0
18.38,10.5950,-0.4141,-1.8693,-0.3387,0
18.40,10.0785,-0.4498,-1.7864,-0.3477,0
18.42,9.5239,-0.4837,-1.6965,-0.3574,0
18.44,8.9315,-0.5157,-1.5995,-0.3677,0
18.46,8.3071,-0.5456,-1.4966,-0.3786,0
18.48,7.6508,-0.5734,-1.3877,-0.3901,0
18.50,6.9627,-0.5989,-1.2729,-0.4021,0
18.52,6.2486,-0.6220,-1.1531,-0.4145,0
18.54,5.5145,-0.6426,-1.0295,-0.4274,0
18.56,4.7548,-0.6606,-0.9010,-0.4406,0
18.58,3.9808,-0.6760,-0.7697,-0.4541,0
18.60,3.1928,-0.6887,-0.6355,-0.4679,0
18.62,2.3907,-0.6987,-0.4987,-0.4819,0
18.64,1.5803,-0.7059,-0.3601,-0.4960,0
18.66,0.7673,-0.7103,-0.2209,-0.5102,0
18.68,-0.0481,-0.7119,-0.0810,-0.5244,0
18.70,-0.8603,-0.7107,0.0585,-0.5386,0
18.72,-1.6694,-0.7067,0.1977,-0.5527,0
18.74,-2.4695,-0.7000,0.3354,-0.5667,0
18.76,-3.2609,-0.6906,0.4717,-0.5805,0
18.78,-4.0377,-0.6785,0.6056,-0.5941,0
18.80,-4.8000,-0.6638,0.7371,-0.6074,0
18.82,-5.5423,-0.6465,0.8652,-0.6203,0
18.84,-6.2587,-0.6267,0.9889,-0.6328,0
18.86,-6.9495,-0.6045,1.1084,-0.6449,0
18.88,-7.6147,-0.5800,1.2236,-0.6565,0
18.90,-8.2488,-0.5533,1.3336,-0.6676,0
18.92,-8.8517,-0.5245,1.4384,-0.6781,0
18.94,-9.4181,-0.4938,1.5371,-0.6880,0
18.96,-9.9480,-0.4612,1.6299,-0.6972,0
18.98,-10.4358,-0.4269,1.7157,-0.7057,0
19.00,-10.8817,-0.3910,1.7948,-0.7135,0
19.02,-11.2858,-0.3537,1.8670,-0.7206,0
19.04,-11.6484,-0.3150,1.9326,-0.7269,0
19.06,-11.9636,-0.2752,1.9906,-0.7324,0
19.08,-12.2320,-0.2344,2.0411,-0.7371,0
19.10,-12.4536,-0.1927,2.0841,-0.7410,0
19.12,-12.6284,-0.1503,2.1196,-0.7440,0
19.14,-12.7511,-0.1074,2.1469,-0.7461,0
19.16,-12.8218,-0.0641,2.1659,-0.7474,0
19.18,-12.8464,-0.0205,2.1776,-0.7478,0
19.20,-12.8193,0.0231,2.1811,-0.7473,1
19.22,-12.7408,0.0666,2.1762,-0.7460,0
19.24,-12.6168,0.1099,2.1634,-0.7438,0
19.26,-12.4416,0.1527,2.1415,-0.7407,0
19.28,-12.2156,0.1949,2.1107,-0.7368,0
19.30,-11.9447,0.2363,2.0719,-0.7321,0
19.32,-11.6291,0.2768,2.0250,-0.7266,0
19.34,-11.2688,0.3162,1.9701,-0.7203,0
19.36,-10.8641,0.3543,1.9072,-0.7132,0
19.38,-10.4153,0.3910,1.8363,-0.7054,0
19.40,-9.9281,0.4262,1.7584,-0.6969,0
19.42,-9.4027,0.4597,1.6734,-0.6877,0
19.44,-8.8393,0.4913,1.5815,-0.6779,0
19.46,-8.2438,0.5210,1.4835,-0.6675,0
19.48,-7.6163,0.5486,1.3796,-0.6565,0
19.50,-6.9569,0.5740,1.2698,-0.6450,0
19.52,-6.2716,0.5971,1.1551,-0.6331,0
19.54,-5.5660,0.6178,1.0364,-0.6207,0
19.56,-4.8346,0.6361,0.9129,-0.6080,0
19.58,-4.0889,0.6518,0.7865,-0.5950,0
19.60,-3.3290,0.6649,0.6574,-0.5817,0
19.62,-2.5550,0.6754,0.5254,-0.5682,0
19.64,-1.7725,0.6832,0.3918,-0.5545,0
19.66,-0.9817,0.6883,0.2564,-0.5407,0
19.68,-0.1883,0.6907,0.1204,-0.5269,0
19.70,0.6020,0.6904,-0.0153,-0.5131,0
19.72,1.3892,0.6874,-0.1507,-0.4994,0
19.74,2.1677,0.6817,-0.2846,-0.4858,0
19.76,2.9373,0.6734,-0.4172,-0.4723,0
19.78,3.6983,0.6624,-0.5484,-0.4591,0
19.80,4.4391,0.6489,-0.6762,-0.4461,0
19.82,5.1656,0.6329,-0.8016,-0.4334,0
19.84,5.8721,0.6144,-0.9237,-0.4211,0
19.86,6.5529,0.5936,-1.0415,-0.4092,0
19.88,7.2083,0.5705,-1.1551,-0.3978,0
19.90,7.8325,0.5452,-1.2634,-0.3869,0
19.92,8.4257,0.5179,-1.3666,-0.3765,0
19.94,8.9880,0.4886,-1.4647,-0.3667,0
19.96,9.5138,0.4575,-1.5568,-0.3576,0
19.98,9.9977,0.4247,-1.6419,-0.3491,0
20.00,10.4453,0.3903,-1.7212,-0.3413,0
